Day,Shelter Name,Ratio
205,WEAC,0.8787878787878788
3,WEAC,0.8533333333333334
206,Edwardson Place - Short Term Supportive,0.8333333333333334
160,Urban Manor - Short Term Supportive,0.8133333333333334
142,Urban Manor - Short Term Supportive,0.96
157,Hope Mission - Intox Centre,1.0142857142857142
302,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7905405405405406
136,Urban Manor - Short Term Supportive,0.88
111,Hope Mission - Mat Emergency Shelter Program,0.79
60,Hope Mission - Mat Emergency Shelter Program,0.75
191,Hope Mission - Herb Jamieson Centre,0.576
134,Hope Mission - Intox Centre,1.0
137,Sparling Lodge - Short Term Supportive,1.0
46,WEAC,0.9696969696969697
226,Hope Mission - Women WEmS,0.8857142857142857
195,McCauley Lodge - Short Term Supportive,1.0
62,Sparling Lodge - Short Term Supportive,1.0
328,McCauley Lodge - Short Term Supportive,1.0
362,Hope Mission - Mat Emergency Shelter Program,0.675
297,Hope Mission - Herb Jamieson Centre,0.664
298,Hope Mission - Youth,0.3
244,Hope Mission - Mat Emergency Shelter Program,0.75
129,Urban Manor - Short Term Supportive,0.84
179,Edwardson Place - Short Term Supportive,0.9583333333333334
322,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
242,Hope Mission - Herb Jamieson Centre,0.736
215,McCauley Lodge - Short Term Supportive,1.0
206,Sparling Lodge - Short Term Supportive,1.0
241,Hope Mission - Women WEmS,0.7
198,Hope Mission - Women WEmS,0.7571428571428571
73,Hope Mission - Youth,0.35
28,Elizabeth House - Short Term Supportive,0.875
156,Sparling Lodge - Short Term Supportive,0.95
297,Hope Mission - Youth,0.6333333333333333
217,McCauley Lodge - Short Term Supportive,0.9827586206896551
159,Hope Mission - Intox Centre,0.8571428571428571
211,Hope Mission - Youth,0.4666666666666667
331,WEAC,0.8979591836734694
55,Sparling Lodge - Short Term Supportive,1.0
178,McCauley Lodge - Short Term Supportive,0.9827586206896551
38,Elizabeth House - Short Term Supportive,0.9166666666666666
182,Urban Manor - Short Term Supportive,0.84
224,Sparling Lodge - Short Term Supportive,1.0
353,Hope Mission - Youth,0.36666666666666664
158,Sparling Lodge - Short Term Supportive,1.0
305,Hope Mission - Mat Emergency Shelter Program,0.805
264,McCauley Lodge - Short Term Supportive,1.0
210,Edwardson Place - Short Term Supportive,0.9583333333333334
281,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8851351351351351
216,McCauley Lodge - Short Term Supportive,1.0
344,Hope Mission - Mat Emergency Shelter Program,0.715
325,Edwardson Place - Short Term Supportive,0.875
314,Urban Manor - Short Term Supportive,0.9066666666666666
171,McCauley Lodge - Short Term Supportive,1.0
297,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9864864864864865
312,Hope Mission - Mat Emergency Shelter Program,0.88
90,Hope Mission - Mat Emergency Shelter Program,0.52
217,Hope Mission - Women WEmS,0.5142857142857142
264,Hope Mission - Intox Centre,1.042857142857143
40,Hope Mission - Mat Emergency Shelter Program,0.795
274,McCauley Lodge - Short Term Supportive,1.0
194,Elizabeth House - Short Term Supportive,0.75
312,Hope Mission - Herb Jamieson Centre,0.944
361,Hope Mission - Mat Emergency Shelter Program,0.595
78,McCauley Lodge - Short Term Supportive,1.0
58,Hope Mission - Intox Centre,0.8714285714285714
168,WEAC,0.9242424242424242
252,Urban Manor - Short Term Supportive,0.7066666666666667
152,WEAC,0.8666666666666667
137,Hope Mission - Mat Emergency Shelter Program,0.85
351,WEAC,0.9545454545454546
164,Hope Mission - Women WEmS,0.5428571428571428
240,Hope Mission - Youth,0.6333333333333333
39,Hope Mission - Youth,0.75
46,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8716216216216216
269,McCauley Lodge - Short Term Supportive,1.0
126,WEAC,0.8939393939393939
228,Sparling Lodge - Short Term Supportive,1.0
311,Urban Manor - Short Term Supportive,0.8933333333333333
78,Hope Mission - Youth,0.45
165,Edwardson Place - Short Term Supportive,0.875
300,Urban Manor - Short Term Supportive,0.8
122,WEAC,0.8939393939393939
86,Hope Mission - Women WEmS,0.4714285714285714
143,Urban Manor - Short Term Supportive,0.9333333333333333
335,Sparling Lodge - Short Term Supportive,1.0
301,McCauley Lodge - Short Term Supportive,1.0
52,Hope Mission - Mat Emergency Shelter Program,0.695
328,Hope Mission - Intox Centre,0.7428571428571429
100,Urban Manor - Short Term Supportive,0.88
172,WEAC,0.8939393939393939
60,Sparling Lodge - Short Term Supportive,1.0
338,Hope Mission - Herb Jamieson Centre,0.656
187,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9324324324324325
105,Hope Mission - Mat Emergency Shelter Program,0.805
91,Hope Mission - Youth,0.3
112,Sparling Lodge - Short Term Supportive,1.0
96,Hope Mission - Women WEmS,0.6714285714285714
332,Sparling Lodge - Short Term Supportive,1.0
327,Sparling Lodge - Short Term Supportive,1.0
297,Sparling Lodge - Short Term Supportive,1.0
167,Hope Mission - Women WEmS,0.7571428571428571
131,WEAC,1.0151515151515151
213,Hope Mission - Intox Centre,1.0
126,Hope Mission - Women WEmS,0.7428571428571429
81,Sparling Lodge - Short Term Supportive,1.0
336,Sparling Lodge - Short Term Supportive,1.0
345,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8378378378378378
248,Hope Mission - Youth,0.43333333333333335
42,Hope Mission - Intox Centre,0.9428571428571428
318,Hope Mission - Mat Emergency Shelter Program,0.56
114,Hope Mission - Mat Emergency Shelter Program,0.815
158,McCauley Lodge - Short Term Supportive,1.0
64,Sparling Lodge - Short Term Supportive,1.0
174,McCauley Lodge - Short Term Supportive,1.0
282,McCauley Lodge - Short Term Supportive,1.0
11,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8783783783783784
86,Hope Mission - Mat Emergency Shelter Program,0.57
147,Hope Mission - Intox Centre,0.7428571428571429
34,Hope Mission - Youth,0.8166666666666667
94,Hope Mission - Intox Centre,1.0285714285714285
51,McCauley Lodge - Short Term Supportive,1.0
278,Hope Mission - Herb Jamieson Centre,0.772
112,Sparling Lodge - Short Term Supportive,1.0
324,Hope Mission - Mat Emergency Shelter Program,0.845
249,Hope Mission - Herb Jamieson Centre,0.868
193,Hope Mission - Youth,0.5333333333333333
66,Sparling Lodge - Short Term Supportive,1.0
249,Sparling Lodge - Short Term Supportive,1.0
15,WEAC,0.9848484848484849
109,Urban Manor - Short Term Supportive,0.88
360,McCauley Lodge - Short Term Supportive,1.0
150,Elizabeth House - Short Term Supportive,0.7916666666666666
207,Hope Mission - Women WEmS,0.7142857142857143
44,McCauley Lodge - Short Term Supportive,1.0
211,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7094594594594594
307,Hope Mission - Youth,0.7333333333333333
321,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
218,WEAC,0.8787878787878788
67,McCauley Lodge - Short Term Supportive,0.9827586206896551
178,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7635135135135135
131,Urban Manor - Short Term Supportive,0.92
233,Hope Mission - Youth,0.5
331,McCauley Lodge - Short Term Supportive,1.0
244,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8851351351351351
355,Hope Mission - Mat Emergency Shelter Program,0.67
165,Hope Mission - Mat Emergency Shelter Program,0.735
23,McCauley Lodge - Short Term Supportive,1.0
162,Hope Mission - Youth,0.43333333333333335
90,WEAC,0.9242424242424242
222,Sparling Lodge - Short Term Supportive,1.0
221,Hope Mission - Youth,0.31666666666666665
54,Hope Mission - Intox Centre,1.042857142857143
180,Hope Mission - Youth,0.45
278,McCauley Lodge - Short Term Supportive,1.0
160,WEAC,0.9242424242424242
117,Urban Manor - Short Term Supportive,0.8666666666666667
198,Hope Mission - Intox Centre,1.0142857142857142
33,Hope Mission - Herb Jamieson Centre,0.824
170,Edwardson Place - Short Term Supportive,0.8333333333333334
354,Urban Manor - Short Term Supportive,0.96
99,Hope Mission - Herb Jamieson Centre,0.776
311,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6891891891891891
96,McCauley Lodge - Short Term Supportive,0.9827586206896551
3,Sparling Lodge - Short Term Supportive,1.0
78,Hope Mission - Youth,0.45
329,Hope Mission - Mat Emergency Shelter Program,0.615
160,Hope Mission - Youth,0.43333333333333335
169,Urban Manor - Short Term Supportive,0.76
339,Hope Mission - Mat Emergency Shelter Program,0.935
12,WEAC,0.9387755102040817
274,WEAC,0.9183673469387755
147,Hope Mission - Intox Centre,0.7571428571428571
133,Sparling Lodge - Short Term Supportive,1.0
145,Hope Mission - Herb Jamieson Centre,0.856
23,Hope Mission - Women WEmS,0.9142857142857143
348,Urban Manor - Short Term Supportive,0.7866666666666666
118,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8513513513513513
262,Hope Mission - Mat Emergency Shelter Program,0.715
148,Elizabeth House - Short Term Supportive,0.7916666666666666
202,Hope Mission - Women WEmS,0.7
312,McCauley Lodge - Short Term Supportive,1.0
11,WEAC,1.0303030303030303
184,Hope Mission - Women WEmS,0.7
221,Hope Mission - Intox Centre,0.8857142857142857
223,Hope Mission - Mat Emergency Shelter Program,0.825
359,WEAC,0.9696969696969697
318,WEAC,0.9545454545454546
74,WEAC,0.9545454545454546
127,McCauley Lodge - Short Term Supportive,0.9827586206896551
41,WEAC,0.84
122,McCauley Lodge - Short Term Supportive,1.0
206,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.75
204,Elizabeth House - Short Term Supportive,0.75
297,Hope Mission - Women WEmS,0.9
287,Hope Mission - Herb Jamieson Centre,0.928
167,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9527027027027027
115,Hope Mission - Women WEmS,0.6142857142857143
202,McCauley Lodge - Short Term Supportive,0.9827586206896551
155,Hope Mission - Youth,0.23333333333333334
256,Urban Manor - Short Term Supportive,0.8
171,Hope Mission - Intox Centre,0.9
238,Hope Mission - Intox Centre,0.9571428571428572
285,Hope Mission - Youth,0.43333333333333335
29,Elizabeth House - Short Term Supportive,0.9166666666666666
34,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.972972972972973
90,Hope Mission - Youth,0.6
25,Urban Manor - Short Term Supportive,0.8666666666666667
338,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8445945945945946
65,WEAC,0.88
252,Hope Mission - Youth,0.48333333333333334
185,Hope Mission - Youth,0.6333333333333333
330,Hope Mission - Intox Centre,1.0571428571428572
165,Hope Mission - Youth,0.5666666666666667
161,Hope Mission - Youth,0.5
220,Urban Manor - Short Term Supportive,0.9333333333333333
21,Hope Mission - Youth,0.45
161,McCauley Lodge - Short Term Supportive,1.0
64,Hope Mission - Mat Emergency Shelter Program,0.71
109,Hope Mission - Mat Emergency Shelter Program,0.77
233,WEAC,0.8533333333333334
189,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9527027027027027
116,Hope Mission - Herb Jamieson Centre,0.72
174,Hope Mission - Herb Jamieson Centre,0.828
273,WEAC,1.0
191,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6959459459459459
116,Elizabeth House - Short Term Supportive,0.7916666666666666
51,Hope Mission - Intox Centre,1.1
335,Hope Mission - Youth,0.6666666666666666
355,Hope Mission - Women WEmS,0.4142857142857143
161,Hope Mission - Intox Centre,1.042857142857143
259,Edwardson Place - Short Term Supportive,0.7916666666666666
111,McCauley Lodge - Short Term Supportive,1.0
94,Hope Mission - Intox Centre,1.1
103,Edwardson Place - Short Term Supportive,0.7083333333333334
77,WEAC,0.7121212121212122
280,Hope Mission - Youth,0.5166666666666667
286,Sparling Lodge - Short Term Supportive,1.0
139,WEAC,0.8666666666666667
193,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9459459459459459
306,Hope Mission - Intox Centre,1.0571428571428572
330,Hope Mission - Intox Centre,0.9857142857142858
81,Urban Manor - Short Term Supportive,0.76
159,Urban Manor - Short Term Supportive,0.92
252,WEAC,0.8939393939393939
324,Urban Manor - Short Term Supportive,0.8933333333333333
122,Hope Mission - Women WEmS,0.5714285714285714
146,Hope Mission - Youth,0.8333333333333334
162,Hope Mission - Women WEmS,0.5714285714285714
297,Hope Mission - Women WEmS,0.7
169,Hope Mission - Mat Emergency Shelter Program,0.795
98,WEAC,1.0151515151515151
302,Hope Mission - Women WEmS,0.44285714285714284
117,Hope Mission - Youth,0.43333333333333335
322,Hope Mission - Intox Centre,1.0714285714285714
338,Sparling Lodge - Short Term Supportive,1.0
345,Hope Mission - Intox Centre,1.042857142857143
158,Hope Mission - Intox Centre,1.0142857142857142
157,Hope Mission - Herb Jamieson Centre,0.64
170,Hope Mission - Herb Jamieson Centre,1.004
347,Urban Manor - Short Term Supportive,0.8
96,WEAC,0.88
340,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6891891891891891
19,Hope Mission - Herb Jamieson Centre,0.928
121,McCauley Lodge - Short Term Supportive,1.0
103,Hope Mission - Youth,0.5833333333333334
84,Hope Mission - Youth,0.2833333333333333
46,Sparling Lodge - Short Term Supportive,0.95
324,Urban Manor - Short Term Supportive,0.8266666666666667
129,Hope Mission - Intox Centre,0.9285714285714286
325,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9864864864864865
10,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8783783783783784
122,Hope Mission - Herb Jamieson Centre,0.616
307,McCauley Lodge - Short Term Supportive,0.9827586206896551
48,Hope Mission - Women WEmS,0.7428571428571429
151,Hope Mission - Herb Jamieson Centre,0.468
278,Hope Mission - Mat Emergency Shelter Program,0.75
237,Hope Mission - Youth,0.2
261,Hope Mission - Mat Emergency Shelter Program,0.72
41,Hope Mission - Women WEmS,0.7857142857142857
287,Hope Mission - Herb Jamieson Centre,0.668
224,McCauley Lodge - Short Term Supportive,1.0
288,Hope Mission - Mat Emergency Shelter Program,0.795
122,Sparling Lodge - Short Term Supportive,1.0
336,Hope Mission - Herb Jamieson Centre,1.18
68,Elizabeth House - Short Term Supportive,0.8333333333333334
94,Hope Mission - Mat Emergency Shelter Program,0.815
163,Hope Mission - Mat Emergency Shelter Program,0.81
284,Sparling Lodge - Short Term Supportive,1.0
18,Urban Manor - Short Term Supportive,0.8266666666666667
352,Hope Mission - Women WEmS,0.6857142857142857
224,Hope Mission - Intox Centre,0.9857142857142858
272,Urban Manor - Short Term Supportive,0.88
78,McCauley Lodge - Short Term Supportive,1.0
123,Elizabeth House - Short Term Supportive,0.8333333333333334
298,Hope Mission - Youth,0.6
95,Hope Mission - Mat Emergency Shelter Program,0.805
2,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6824324324324325
276,Hope Mission - Women WEmS,0.7285714285714285
304,Urban Manor - Short Term Supportive,0.7466666666666667
174,Urban Manor - Short Term Supportive,0.8133333333333334
179,WEAC,0.8
354,Hope Mission - Herb Jamieson Centre,0.812
316,Hope Mission - Women WEmS,0.8285714285714286
299,Hope Mission - Youth,0.16666666666666666
91,Hope Mission - Mat Emergency Shelter Program,0.705
157,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9391891891891891
155,Hope Mission - Youth,0.85
326,Hope Mission - Mat Emergency Shelter Program,0.87
196,Hope Mission - Intox Centre,0.7142857142857143
178,Urban Manor - Short Term Supportive,0.88
273,Elizabeth House - Short Term Supportive,0.875
180,Hope Mission - Mat Emergency Shelter Program,0.465
304,Hope Mission - Mat Emergency Shelter Program,0.53
108,Hope Mission - Mat Emergency Shelter Program,0.725
315,Hope Mission - Women WEmS,0.7285714285714285
149,Hope Mission - Women WEmS,0.5285714285714286
257,Hope Mission - Mat Emergency Shelter Program,0.755
157,McCauley Lodge - Short Term Supportive,1.0
273,Hope Mission - Mat Emergency Shelter Program,0.76
116,Sparling Lodge - Short Term Supportive,1.0
26,Sparling Lodge - Short Term Supportive,0.95
246,Hope Mission - Intox Centre,1.042857142857143
6,Hope Mission - Mat Emergency Shelter Program,0.68
312,Hope Mission - Women WEmS,1.2142857142857142
312,Hope Mission - Women WEmS,0.7428571428571429
245,Urban Manor - Short Term Supportive,0.72
223,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8783783783783784
104,Hope Mission - Women WEmS,0.7
79,Urban Manor - Short Term Supportive,0.9733333333333334
292,Sparling Lodge - Short Term Supportive,1.0
245,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6621621621621622
262,McCauley Lodge - Short Term Supportive,1.0
79,Urban Manor - Short Term Supportive,0.76
360,Hope Mission - Herb Jamieson Centre,0.712
111,Hope Mission - Intox Centre,1.0
280,WEAC,0.9696969696969697
50,Urban Manor - Short Term Supportive,0.7866666666666666
288,Sparling Lodge - Short Term Supportive,1.0
97,Sparling Lodge - Short Term Supportive,1.0
273,Hope Mission - Mat Emergency Shelter Program,0.525
193,McCauley Lodge - Short Term Supportive,0.9827586206896551
257,Sparling Lodge - Short Term Supportive,1.0
249,McCauley Lodge - Short Term Supportive,1.0
230,Hope Mission - Youth,0.65
295,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9054054054054054
273,Sparling Lodge - Short Term Supportive,1.0
19,Hope Mission - Intox Centre,1.0285714285714285
170,Hope Mission - Intox Centre,1.0285714285714285
346,Hope Mission - Mat Emergency Shelter Program,0.75
104,Hope Mission - Youth,0.43333333333333335
256,Hope Mission - Youth,0.3333333333333333
282,Hope Mission - Intox Centre,1.0571428571428572
74,Hope Mission - Mat Emergency Shelter Program,0.79
344,Hope Mission - Mat Emergency Shelter Program,0.755
142,Hope Mission - Intox Centre,0.8
207,Hope Mission - Herb Jamieson Centre,0.62
289,Edwardson Place - Short Term Supportive,0.7083333333333334
191,Hope Mission - Mat Emergency Shelter Program,0.81
319,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8175675675675675
171,Hope Mission - Herb Jamieson Centre,0.836
2,Sparling Lodge - Short Term Supportive,1.0
14,Hope Mission - Women WEmS,0.6857142857142857
268,Hope Mission - Intox Centre,0.6428571428571429
133,McCauley Lodge - Short Term Supportive,0.9827586206896551
119,Sparling Lodge - Short Term Supportive,1.0
96,Hope Mission - Youth,0.4
50,Hope Mission - Intox Centre,0.9571428571428572
359,Hope Mission - Herb Jamieson Centre,0.496
193,Hope Mission - Youth,0.36666666666666664
93,Hope Mission - Mat Emergency Shelter Program,0.79
242,McCauley Lodge - Short Term Supportive,1.0
222,Hope Mission - Mat Emergency Shelter Program,0.715
12,Urban Manor - Short Term Supportive,0.8266666666666667
193,Hope Mission - Women WEmS,0.5285714285714286
290,Hope Mission - Herb Jamieson Centre,0.78
146,McCauley Lodge - Short Term Supportive,1.0
360,Hope Mission - Herb Jamieson Centre,0.844
39,Sparling Lodge - Short Term Supportive,1.0
334,WEAC,0.9183673469387755
161,Hope Mission - Intox Centre,1.0285714285714285
295,WEAC,1.0
336,WEAC,1.0
170,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8918918918918919
106,Urban Manor - Short Term Supportive,0.8666666666666667
141,Urban Manor - Short Term Supportive,0.92
149,Hope Mission - Intox Centre,1.042857142857143
113,Hope Mission - Mat Emergency Shelter Program,0.805
109,WEAC,0.9242424242424242
363,Hope Mission - Youth,0.36666666666666664
361,Hope Mission - Youth,0.5333333333333333
266,Urban Manor - Short Term Supportive,0.8266666666666667
297,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7635135135135135
119,WEAC,0.8666666666666667
102,Edwardson Place - Short Term Supportive,0.75
34,Hope Mission - Women WEmS,0.7285714285714285
176,Urban Manor - Short Term Supportive,0.88
185,Hope Mission - Intox Centre,0.8142857142857143
111,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7702702702702703
171,McCauley Lodge - Short Term Supportive,1.0
194,Hope Mission - Youth,0.2833333333333333
257,Elizabeth House - Short Term Supportive,0.7083333333333334
103,Hope Mission - Youth,0.4666666666666667
305,WEAC,0.9795918367346939
270,Hope Mission - Women WEmS,0.5285714285714286
301,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9662162162162162
43,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9121621621621622
318,Hope Mission - Herb Jamieson Centre,0.716
212,WEAC,0.9545454545454546
211,WEAC,0.7866666666666666
276,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9391891891891891
77,Hope Mission - Youth,0.3333333333333333
253,Hope Mission - Mat Emergency Shelter Program,0.77
346,Hope Mission - Intox Centre,1.0714285714285714
319,Edwardson Place - Short Term Supportive,0.875
242,Sparling Lodge - Short Term Supportive,1.0
363,Hope Mission - Women WEmS,0.6571428571428571
139,Hope Mission - Herb Jamieson Centre,0.952
66,McCauley Lodge - Short Term Supportive,1.0
251,Urban Manor - Short Term Supportive,0.8533333333333334
211,Hope Mission - Mat Emergency Shelter Program,0.6
86,Urban Manor - Short Term Supportive,0.9333333333333333
119,Hope Mission - Herb Jamieson Centre,0.676
100,Sparling Lodge - Short Term Supportive,1.0
339,Hope Mission - Youth,0.45
6,Hope Mission - Women WEmS,0.7714285714285715
22,Hope Mission - Youth,0.5
53,Hope Mission - Youth,0.55
231,Hope Mission - Intox Centre,0.8285714285714286
95,Hope Mission - Women WEmS,0.6857142857142857
185,Urban Manor - Short Term Supportive,0.88
236,Hope Mission - Women WEmS,0.7571428571428571
117,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9121621621621622
336,Hope Mission - Youth,0.26666666666666666
303,Hope Mission - Herb Jamieson Centre,0.532
294,WEAC,1.0
161,Sparling Lodge - Short Term Supportive,0.95
134,McCauley Lodge - Short Term Supportive,1.0
102,WEAC,0.9696969696969697
169,Hope Mission - Herb Jamieson Centre,0.644
78,Urban Manor - Short Term Supportive,0.9066666666666666
185,Hope Mission - Intox Centre,1.0
25,Hope Mission - Mat Emergency Shelter Program,0.675
299,Urban Manor - Short Term Supportive,0.7466666666666667
3,McCauley Lodge - Short Term Supportive,0.9827586206896551
251,Hope Mission - Women WEmS,0.7714285714285715
106,Sparling Lodge - Short Term Supportive,1.0
106,Hope Mission - Intox Centre,1.042857142857143
358,Hope Mission - Youth,0.2833333333333333
302,Hope Mission - Herb Jamieson Centre,0.732
73,Hope Mission - Women WEmS,0.7428571428571429
7,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9797297297297297
252,Hope Mission - Mat Emergency Shelter Program,0.765
349,Urban Manor - Short Term Supportive,0.92
195,Hope Mission - Women WEmS,0.6857142857142857
284,Hope Mission - Herb Jamieson Centre,0.748
55,McCauley Lodge - Short Term Supportive,0.9827586206896551
33,WEAC,1.0454545454545454
309,Hope Mission - Women WEmS,0.5285714285714286
279,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7162162162162162
194,Urban Manor - Short Term Supportive,0.9466666666666667
205,Hope Mission - Mat Emergency Shelter Program,0.72
259,Sparling Lodge - Short Term Supportive,1.0
355,WEAC,0.9242424242424242
44,McCauley Lodge - Short Term Supportive,0.9655172413793104
124,Hope Mission - Mat Emergency Shelter Program,0.8
104,Urban Manor - Short Term Supportive,0.8933333333333333
283,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8581081081081081
261,Urban Manor - Short Term Supportive,0.88
115,WEAC,1.0
229,Urban Manor - Short Term Supportive,0.8266666666666667
221,Sparling Lodge - Short Term Supportive,1.0
14,Sparling Lodge - Short Term Supportive,0.95
91,Hope Mission - Herb Jamieson Centre,1.02
150,Hope Mission - Women WEmS,0.6714285714285714
275,WEAC,0.8367346938775511
127,WEAC,0.88
24,WEAC,0.9545454545454546
214,McCauley Lodge - Short Term Supportive,0.9827586206896551
116,Urban Manor - Short Term Supportive,0.8933333333333333
350,Hope Mission - Intox Centre,1.042857142857143
116,McCauley Lodge - Short Term Supportive,1.0
51,Hope Mission - Women WEmS,1.0
38,Hope Mission - Intox Centre,0.9571428571428572
113,McCauley Lodge - Short Term Supportive,1.0
233,WEAC,0.8787878787878788
343,Hope Mission - Herb Jamieson Centre,0.492
89,Hope Mission - Mat Emergency Shelter Program,0.815
356,Hope Mission - Mat Emergency Shelter Program,0.655
362,Hope Mission - Herb Jamieson Centre,0.62
257,McCauley Lodge - Short Term Supportive,1.0
268,Hope Mission - Mat Emergency Shelter Program,0.775
166,Hope Mission - Herb Jamieson Centre,0.672
92,Hope Mission - Youth,0.43333333333333335
199,Hope Mission - Mat Emergency Shelter Program,0.76
93,Elizabeth House - Short Term Supportive,0.75
83,Sparling Lodge - Short Term Supportive,1.0
217,Hope Mission - Women WEmS,0.7428571428571429
137,Hope Mission - Youth,0.38333333333333336
311,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9324324324324325
238,Hope Mission - Youth,0.2
67,Hope Mission - Youth,0.48333333333333334
208,WEAC,0.8
67,Hope Mission - Intox Centre,1.0285714285714285
331,Hope Mission - Mat Emergency Shelter Program,0.655
247,Hope Mission - Women WEmS,0.6142857142857143
109,Hope Mission - Herb Jamieson Centre,0.992
311,WEAC,0.9696969696969697
98,Hope Mission - Mat Emergency Shelter Program,0.75
231,Hope Mission - Women WEmS,0.7
221,Urban Manor - Short Term Supportive,0.8533333333333334
308,McCauley Lodge - Short Term Supportive,1.0
164,Sparling Lodge - Short Term Supportive,1.0
289,Hope Mission - Women WEmS,0.7428571428571429
169,McCauley Lodge - Short Term Supportive,1.0
78,McCauley Lodge - Short Term Supportive,1.0
95,Hope Mission - Herb Jamieson Centre,0.828
67,Hope Mission - Women WEmS,0.5857142857142857
283,Hope Mission - Intox Centre,1.0285714285714285
316,Hope Mission - Women WEmS,0.9
1,Urban Manor - Short Term Supportive,0.8266666666666667
119,Hope Mission - Herb Jamieson Centre,0.572
195,McCauley Lodge - Short Term Supportive,1.0
131,Hope Mission - Intox Centre,0.9428571428571428
318,Sparling Lodge - Short Term Supportive,1.0
358,McCauley Lodge - Short Term Supportive,1.0
168,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9256756756756757
205,Hope Mission - Herb Jamieson Centre,0.94
220,Urban Manor - Short Term Supportive,0.8666666666666667
339,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.8648648648648649
252,McCauley Lodge - Short Term Supportive,1.0
164,Hope Mission - Intox Centre,1.0142857142857142
141,Hope Mission - Youth,0.75
29,McCauley Lodge - Short Term Supportive,1.0
117,Elizabeth House - Short Term Supportive,0.7916666666666666
249,Hope Mission - Herb Jamieson Centre,0.776
65,Sparling Lodge - Short Term Supportive,1.0
227,Sparling Lodge - Short Term Supportive,1.0
239,Hope Mission - Intox Centre,0.8714285714285714
221,Hope Mission - Youth,0.45
5,McCauley Lodge - Short Term Supportive,0.9827586206896551
324,Sparling Lodge - Short Term Supportive,1.0
358,Hope Mission - Herb Jamieson Centre,0.392
349,Sparling Lodge - Short Term Supportive,1.0
141,Hope Mission - Mat Emergency Shelter Program,0.71
106,Hope Mission - Youth,0.9833333333333333
208,WEAC,0.7959183673469388
92,Hope Mission - Mat Emergency Shelter Program,0.73
200,Hope Mission - Intox Centre,1.0142857142857142
210,Urban Manor - Short Term Supportive,0.9466666666666667
147,Hope Mission - Youth,0.8
108,Urban Manor - Short Term Supportive,0.76
350,Urban Manor - Short Term Supportive,0.92
146,WEAC,0.6122448979591837
16,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.7027027027027027
169,McCauley Lodge - Short Term Supportive,1.0
93,Hope Mission - Intox Centre,1.0142857142857142
239,Hope Mission - Mat Emergency Shelter Program,0.47
245,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.9121621621621622
268,Salvation Army Addictions and Residential Centre - Short Term Supportive,0.6621621621621622
260,Hope Mission - Women WEmS,0.7857142857142857
182,McCauley Lodge - Short Term Supportive,0.9827586206896551
105,Hope Mission - Youth,0.36666666666666664
97,Hope Mission - Intox Centre,1.1142857142857143
232,McCauley Lodge - Short Term Supportive,1.0
107,WEAC,0.88
328,Hope Mission - Intox Centre,1.0
120,Sparling Lodge - Short Term Supportive,1.0
248,Hope Mission - Intox Centre,0.9428571428571428
